folder,folder_digitized,pdf_id,num_interviews,interview_num,header,subheader,location,interviewer,title
1008,yes,1105,3,1,"Shepherd, Rose (interviewer): Mr. Wilbur W. Swaim","Mr. Wilbur W. Swain, 1854, Montgomery, white, furniture merchant, Jacksonville, 28 August 1836","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1008","Shepherd, Rose (interviewer)",Mr. Wilbur W. Swaim
1008,yes,1105,3,2,"Shepherd, Rose (interviewer): Mr. W. C. Sollee","Mr. W.C. Sollee, no date given, Savannah, white, no occupation indicated, Jacksonville, 27 February 1936","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1008","Shepherd, Rose (interviewer)",Mr. W. C. Sollee
1008,yes,1105,3,3,"Stedman, Lillian (interviewer): Lee E. Bigelow","Lee Eugene Richard Bigelow, 1872, Okolona, white, historian, Jacksonville, no date given","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1008","Stedman, Lillian (interviewer)",Lee E. Bigelow
1009,yes,1092,3,1,"Clark, Susan (interviewer): Mr. and Mrs. Nick Anthony","Mr. and Mrs. Nick Anthony, no date given, Greece, Greek, retired, Miami, 14 November 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1009","Clark, Susan (interviewer)",Mr. and Mrs. Nick Anthony
1009,yes,1092,3,2,"Clark, Susan (interviewer): Mrs. Angelo Kays","Mrs. Angelo Kays, no date given, Nassau, Greek, fish merchant, Miami, 6 November 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1009","Clark, Susan (interviewer)",Mrs. Angelo Kays
1009,yes,1092,3,3,"Clark, Susan (interviewer): Michael Rakis","Michael Rakis, 1894, Smyrna, Asia Minor, Greek, printer, Miami, 1 November 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1009","Clark, Susan (interviewer)",Michael Rakis
1010,yes,1095,3,1,"Francis, Mabel (interviewer): (Mrs.) Catina Manos","Mrs. Catina Manos, 1891, no place given, Greek, mother, Miami, 16 January 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1010","Francis, Mabel (interviewer)",(Mrs.) Catina Manos
1010,yes,1095,3,2,"Francis, Mabel (interviewer): Mrs. John Colozoff","Mrs. John Colozoff, 1906, Metylene, Greece, Greek, seamstress, Miami, 29 November 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1010","Francis, Mabel (interviewer)",Mrs. John Colozoff
1010,yes,1095,3,3,"Francis, Mabel (interviewer): Christopher Beller","Christopher Beller, 1894, Sparta, Greece, Greek, real estate broker, Miami, 24 October 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1010","Francis, Mabel (interviewer)",Christopher Beller
1011,yes,1104,3,1,"Taylor, Cora Mae (interviewer): Mrs. Esther P. Demos","Mrs. Esther P. Demos, 1902, Laconia, Greece, member of Eastern Star of Coral Cables, Miami, 6 February 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1011","Taylor, Cora Mae (interviewer)",Mrs. Esther P. Demos
1011,yes,1104,3,2,"Taylor, Cora Mae (interviewer): Nicholas Hangis","Nicholas Hangis, 1890, Patras, Greece, Greek, restaurateur, Miami, 18 January 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1011","Taylor, Cora Mae (interviewer)",Nicholas Hangis
1011,yes,1104,3,3,"Taylor, Cora Mae (interviewer): Mrs. Georgia Captain","Georgia Captain, 1910, Laconia, Greece, Greek, restaurateur, Miami, 31 January 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1011","Taylor, Cora Mae (interviewer)",Mrs. Georgia Captain
1012,yes,1094,4,1,"Taylor, Cora Mae (interviewer): (Mrs.) Mary Ponticos","Mary Ponticos, 1904, Turkey, Greek, widow, Miami, 17 January 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1012","Taylor, Cora Mae (interviewer)",(Mrs.) Mary Ponticos
1012,yes,1094,4,2,"Taylor, Cora Mae (interviewer): Nicholas P. Petrou","Nicholas P. Petrou, 1900, Cyprus, Greek, teacher, Miami, 5 February 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1012","Taylor, Cora Mae (interviewer)",Nicholas P. Petrou
1012,yes,1094,4,3,"Taylor, Cora Mae (interviewer): Mrs. Mary G. Manos","Mrs. Mary G. Manos, 1905, New York, Greek-Italian, nurse, Miami, 7 February 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1012","Taylor, Cora Mae (interviewer)",Mrs. Mary G. Manos
1012,yes,1094,4,4,"Taylor, Cora Mae (interviewer): Theodore Hatzopulos","Theodore Hatzopulos, 1880, Constantinople, Greek, restaurateur, 13 February 1940","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1012","Taylor, Cora Mae (interviewer)",Theodore Hatzopulos
1013,yes,1102,6,1,"Darsey, Barbara Berry (interviewer): Life History of Albert Denman and Family","Bob Franklin, 19-20 January 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1013","Darsey, Barbara Berry (interviewer)",Life History of Albert Denman and Family
1013,yes,1102,6,2,"Darsey, Barbara Berry (interviewer): Jason and Lily Iby","Jason and Lily Iby, 18 October 1938","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1013","Darsey, Barbara Berry (interviewer)",Jason and Lily Iby
1013,yes,1102,6,3,"Darsey, Barbara Berry (interviewer): Harris Thomas","Horace Thompson, 1 February 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1013","Darsey, Barbara Berry (interviewer)",Harris Thomas
1013,yes,1102,6,4,"Darsey, Barbara Berry (interviewer): Maria Gonzales","Mrs. Texas Morgan, 7 December 1938","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1013","Darsey, Barbara Berry (interviewer)",Maria Gonzales
1013,yes,1102,6,5,"Darsey, Barbara Berry (interviewer): Lolly Bleu","Mrs. Robert Eures, 29 November 1938","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1013","Darsey, Barbara Berry (interviewer)",Lolly Bleu
1013,yes,1102,6,6,"Comstock, Bertha R. (interviewer): Hannah Taylor","Hannah Taylor, 13 January 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1013","Comstock, Bertha R. (interviewer)",Hannah Taylor
1014,yes,1099,4,1,"Burnell, Elvira E. (interviewer): The Haskins Family","Paul Anthony Haskins, 1 March 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1014","Burnell, Elvira E. (interviewer)",The Haskins Family
1014,yes,1099,4,2,"Buck, Gladys (interviewer): Sarah Jones",28 November 1938,"#03709, Subseries 2. Additions. 2.2. Florida., Folder 1014","Buck, Gladys (interviewer)",Sarah Jones
1014,yes,1099,4,3,"No author: Mr. John C. English, a Pioneer Resident of Lee County","Mr. John C. English, 20 January 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1014",No author,"Mr. John C. English, a Pioneer Resident of Lee County"
1014,yes,1099,4,4,"Burnell, Elvira E. (interviewer): The Stembler Family","The Blake Family, 30 January 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1014","Burnell, Elvira E. (interviewer)",The Stembler Family
1015,yes,1100,3,1,"Huss, Veronica E. (interviewer): Dwellings of the Far South","No name given, no date given, Labelle, Florida","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1015","Huss, Veronica E. (interviewer)",Dwellings of the Far South
1015,yes,1100,3,2,"DeLamater, Walter D. (interviewer): The Newton Family","John Newton Blair, 14 December 1938","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1015","DeLamater, Walter D. (interviewer)",The Newton Family
1015,yes,1100,3,3,"DeLamater, Walter D. (interviewer): Jane Clayton","The Grant Family, 15 January 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1015","DeLamater, Walter D. (interviewer)",Jane Clayton
1016,yes,1123,2,1,"Johnson, Alberta (interviewer): The Olsen's (A Shrimper's Family)","The Olsen Family, 21 February 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1016","Johnson, Alberta (interviewer)",The Olsen's (A Shrimper's Family)
1016,yes,1123,2,2,"1016: Johnson, Alberta (interviewer): T. J. Marshall","T. J. Marshall, 16 February 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1016",,"Johnson, Alberta (interviewer) T. J. Marshall"
1017,yes,1128,5,1,"Shepherd, Rose (interviewer): Mrs. Elizabeth Dismukes","Mrs. Elizabeth Dismukes, 11 May 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1017","Shepherd, Rose (interviewer)",Mrs. Elizabeth Dismukes
1017,yes,1128,5,2,"Shepherd, Rose (interviewer): Mrs. Mattie Jackson","Mrs. Mattie Jackson, 10 May 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1017","Shepherd, Rose (interviewer)",Mrs. Mattie Jackson
1017,yes,1128,5,3,"Wood, Dorothy (interviewer): The Wade Family","The Roof Family, 20 January 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1017","Wood, Dorothy (interviewer)",The Wade Family
1017,yes,1128,5,4,"Johnson, Alberta (interviewer): The Bennett Family","The Bennett Family, 28 February 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1017","Johnson, Alberta (interviewer)",The Bennett Family
1017,yes,1128,5,5,"Shepherd, Rose (interviewer): Dennis Potinos, (Greek)","Dennis Potinos, 20 August 1939","#03709, Subseries 2. Additions. 2.2. Florida., Folder 1017","Shepherd, Rose (interviewer)","Dennis Potinos, (Greek)"
1018,yes,1115,2,1,"Fowler, Carry (interviewer): Mrs. J.C. Jackson","Mrs. J.C. Jackson, 16 December 1938","#03709, Subseries 2. Additions. 2.3. Georgia., Folder 1018","Fowler, Carry (interviewer)",Mrs. J.C. Jackson
1018,yes,1115,2,2,"Fowler, Carry (interviewer): Just a Traveling, Rambling Man That Settled Down in Athens Town","Mr. Fred Trammell, 4 January 1939","#03709, Subseries 2. Additions. 2.3. Georgia., Folder 1018","Fowler, Carry (interviewer)","Just a Traveling, Rambling Man That Settled Down in Athens Town"
1019,yes,1139,1,1,"Hornsby, [Sarah] (interviewer): Mrs. Lelia Bramblett","Mrs. Lelia Bramblett, 17 January 1938","#03709, Subseries: ""2.3. Georgia."" Folder 1019","Hornsby, [Sarah] (interviewer)",Mrs. Lelia Bramblett
1020,yes,1109,2,1,"McCune, [Grace] (interviewer): A Funeral Service by Brother Gresham (fragment)","Mariah Jackson, 6 Feb 1939","#03709, Subseries 2. Additions. 2.3. Georgia., Folder 1020","McCune, [Grace] (interviewer)",A Funeral Service by Brother Gresham (fragment)
1020,yes,1109,2,2,"McCune, [Grace] (interviewer): Mrs. Margaret Davis","Mrs. Margaret Davis, 18 January & 9 December 1939","#03709, Subseries 2. Additions. 2.3. Georgia., Folder 1020","McCune, [Grace] (interviewer)",Mrs. Margaret Davis
1021,yes,1114,4,1,"Scott, Jeanne deLavigne (interviewer): A Red Comb in Her Hair","Mrs. Margaret Davis, 27 April 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1021","Scott, Jeanne deLavigne (interviewer)",A Red Comb in Her Hair
1021,yes,1114,4,2,"Scott, Jeanne deLavigne (interviewer): Uranus And I Are Pretty Good Friends...","Eugene Reuben Mumford, 16 May 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1021","Scott, Jeanne deLavigne (interviewer)",Uranus And I Are Pretty Good Friends...
1021,yes,1114,4,3,"Scott, Jeanne deLavigne (interviewer): ""People Plant Too Damn Much..""","Louis Huber, 17 May 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1021","Scott, Jeanne deLavigne (interviewer)","""People Plant Too Damn Much.."""
1021,yes,1114,4,4,"Scott, Jeanne deLavigne (interviewer): The Cook Household","James Cook, 3 January 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1021","Scott, Jeanne deLavigne (interviewer)",The Cook Household
1022,yes,1133,3,1,"Scott, Jeanne deLavigne (interviewer): And There Was A Man...","Lois Lapiene, 2 May 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1022","Scott, Jeanne deLavigne (interviewer)",And There Was A Man...
1022,yes,1133,3,2,"Scott, Jeanne de Lavigne (interviewer): Untitled","Bernard Trondle, 12 December 1938","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1022","Scott, Jeanne de Lavigne (interviewer)",Untitled
1022,yes,1133,3,3,"Scott, Jeanne de Lavigne (interviewer): I Got All Day for Everything...","Joseph Landry, 28 April 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1022","Scott, Jeanne de Lavigne (interviewer)",I Got All Day for Everything...
1023,yes,1140,4,1,"McKinney, Robert (interviewer): ""Ah Got Religion""","Moses Alexander, 28 February 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1023","McKinney, Robert (interviewer)","""Ah Got Religion"""
1023,yes,1140,4,2,"McKinney, Robert (interviewer): ""Religion in de Dreams""","Theodore Bricks, 8 March 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1023","McKinney, Robert (interviewer)","""Religion in de Dreams"""
1023,yes,1140,4,3,"McKinney, Robert (interviewer): ""Sinning for Security""","Marie Brown, 21 March 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1023","McKinney, Robert (interviewer)","""Sinning for Security"""
1023,yes,1140,4,4,"McKinney, Robert (interviewer): ""How I Got Religion""","Moriath Butler, 14 February 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1023","McKinney, Robert (interviewer)","""How I Got Religion"""
1024,yes,1134,4,1,"McKinney, Robert (interviewer): ""Peddlin' Jerry""","Jerry Coleman, 19 May 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1024","McKinney, Robert (interviewer)","""Peddlin' Jerry"""
1024,yes,1134,4,2,"McKinney, Robert (interviewer): Mary Davis","Mary Davis, 23 December 1938","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1024","McKinney, Robert (interviewer)",Mary Davis
1024,yes,1134,4,3,"McKinney, Robert (interviewer): Queen of Fish Fries","Elizabeth Henry, 11 January 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1024","McKinney, Robert (interviewer)",Queen of Fish Fries
1024,yes,1134,4,4,"McKinney, Robert (interviewer): Once Was But Ain't No More",Another version of the above interview,"#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1024","McKinney, Robert (interviewer)",Once Was But Ain't No More
1025,yes,1125,3,1,"McKinney, Robert (interviewer): John Anderson Hill","John Anderson Hill, no date given","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1025","McKinney, Robert (interviewer)",John Anderson Hill
1025,yes,1125,3,2,"McKinney, Robert (interviewer): The Vampire Sugar Cane Cutter","Peter Jackson, 21 June 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1025","McKinney, Robert (interviewer)",The Vampire Sugar Cane Cutter
1025,yes,1125,3,3,"McKinney, Robert (interviewer): The Life History of a Sugar Cane Worker","Emile Ward, 12 July 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1025","McKinney, Robert (interviewer)",The Life History of a Sugar Cane Worker
1026,yes,1122,4,1,"McKinney, Robert (interviewer): ""This Boy Gets Lacking Souls""","Jim White, 4 August 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1026","McKinney, Robert (interviewer)","""This Boy Gets Lacking Souls"""
1026,yes,1122,4,2,"McKinney, Robert (interviewer): Untitled","Moses Williams, 23 August 1940","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1026","McKinney, Robert (interviewer)",Untitled
1026,yes,1122,4,3,"McKinney, Robert (interviewer): James Willis, the Sugar Cane Man","James Willis, 20 July 1939","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1026","McKinney, Robert (interviewer)","James Willis, the Sugar Cane Man"
1026,yes,1122,4,4,No author: Pride of Heritage,"Emiline Wilson, 6 June 1940","#03709, Subseries 2. Additions. 2.4. Louisiana., Folder 1026",No author,Pride of Heritage
1027,yes,1119,16,1,"Moore, Ida L. (interviewer): The Hollifields","The Hollifield family, no date given","#03709, Subseries 2. Additions. 2.5. North Carolina., Folder 1027","Moore, Ida L. (interviewer)",The Hollifields
1027,yes,1119,16,2,"Moore, Ida L. (interviewer): Nina Boone","Nina Boone, 26 September 1938","#03709, Subseries 2. Additions. 2.5. North Carolina., Folder 1027","Moore, Ida L. (interviewer)",Nina Boone
1027,yes,1119,16,3,"Moore, Ida L. (interviewer): Bill Branch","Bill Branch, 1 August 1938","#03709, Subseries 2. Additions. 2.5. North Carolina., Folder 1027","Moore, Ida L. (interviewer)",Bill Branch
1027,yes,1119,16,4,"Moore, Ida L. (interviewer): Ima Buckner","Ima Buckner, 17 August 1938","#03709, Subseries 2. Additions. 2.5. North Carolina., Folder 1027","Moore, Ida L. (interviewer)",Ima Buckner
1027,yes,1119,16,5,"Moore, Ida L. (interviewer): The Jackson Family","The Jackson Family, 14 September 1938","#03709, Subseries 2. Additions. 2.5. North Carolina., Folder 1027","Moore, Ida L. (interviewer)",The Jackson Family
1027,yes,1119,16,6,"Moore, Ida L. (interviewer): Nannie Ruth Parks","Nannie Ruth Parks, 7 September 1938","#03709, Subseries 2. Additions. 2.5. North Carolina., Folder 1027","Moore, Ida L. (interviewer)",Nannie Ruth Parks
1027,yes,1119,16,7,"Moore, Ida L. (interviewer): The Renns","The Renn Family, 19 July 1938","#03709, Subseries 2. Additions. 2.5. North Carolina., Folder 1027","Moore, Ida L. (interviewer)",The Renns
1027,yes,1119,16,8,"Moore, Ida L. (interviewer): ""Four Families of Reservoir Street""","Residents of Reservoir Street, East Durham, 23 August 1938","#03709, Subseries 2. Additions. 2.5. North Carolina., Folder 1027","Moore, Ida L. (interviewer)","""Four Families of Reservoir Street"""
